command: ffmpeg -i /home/robert/Videos/bad.mkv -vf "scale=96:48" -f image2pipe -pix_fmt rgb24 -vcodec rawvideo -
current fps: 0.00 average: 0.00                     115789 function calls (112244 primitive calls) in 1.627 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {gc.enable}
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 extensions.py:131(_GLQuerier)
        1    0.000    0.000    0.000    0.000 sprite.py:1079(GroupSingle)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        3    0.000    0.000    0.000    0.000 __init__.py:20(<module>)
        2    0.000    0.000    0.000    0.000 extensions.py:92(__init__)
        1    0.000    0.000    0.000    0.000 error.py:180(__init__)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 RGBColorTools.py:21(ColorRGBOps)
        1    0.000    0.000    0.000    0.000 _iotools.py:154(LineSplitter)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        3    0.000    0.000    0.000    0.000 core.py:762(__init__)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:83(ExtensionQuerier)
        1    0.000    0.000    0.000    0.000 Controllers.py:61(XboxController)
        1    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 _null.py:1(<module>)
        1    0.000    0.000    0.000    0.000 posixpath.py:358(abspath)
        1    0.000    0.000    0.000    0.000 __init__.py:1393(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 extensions.py:197(_GLUQuerier)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 utils.py:1788(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6202(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 extras.py:1429(__init__)
        1    0.000    0.000    0.000    0.000 logs.py:43(_FullLoggedFunction)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 utils.py:56(_Deprecate)
        1    0.000    0.000    0.000    0.000 Tron.py:9(TronPlayer)
        1    0.000    0.000    0.000    0.000 __init__.py:1352(isEnabledFor)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 life.py:7(Life)
        1    0.000    0.000    0.000    0.000 argparse.py:1160(__init__)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 {signal.signal}
        1    0.000    0.000    0.000    0.000 sprite.py:837(LayeredDirty)
        1    0.000    0.000    0.000    0.000 shlex.py:21(shlex)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        1    0.000    0.000    0.003    0.003 plugins.py:13(load)
        1    0.000    0.000    0.000    0.000 argparse.py:983(__init__)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 numeric.py:2874(__exit__)
        2    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        1    0.000    0.000    0.000    0.000 plugins.py:3(Plugin)
        1    0.000    0.000    0.000    0.000 matrix.py:4(<module>)
        1    0.000    0.000    0.003    0.003 ArgumentParser.py:6(get_args)
        2    0.000    0.000    0.000    0.000 GL_2_0.py:280(_afterCheck)
        1    0.000    0.000    0.000    0.000 string.py:283(split)
        1    0.000    0.000    0.000    0.000 RainPattern.py:8(RainDrop)
        3    0.000    0.000    0.000    0.000 sre_parse.py:216(tell)
        1    0.000    0.000    0.000    0.000 ProtocolInterface.py:11(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2880(_setdef)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 core.py:2305(_MaskedPrintOption)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 arraydatatype.py:22(HandlerRegistry)
        1    0.000    0.000    0.000    0.000 Fire.py:27(MiniFire)
        1    0.000    0.000    0.000    0.000 core.py:918(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 x11.py:83(PyMouse)
        1    0.000    0.000    0.000    0.000 PygameInterface.py:6(PygameInterface)
        3    0.000    0.000    0.000    0.000 rq.py:827(__init__)
        1    0.000    0.000    0.000    0.000 Plasma.py:362(PlasmaSecond)
        1    0.000    0.000    0.000    0.000 _lookupint.py:5(LookupInt)
        1    0.000    0.000    0.000    0.000 __init__.py:1149(info)
        1    0.000    0.000    0.000    0.000 rq.py:660(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.000    0.000 base.py:31(PyMouseMeta)
        1    0.000    0.000    0.000    0.000 baseplatform.py:354(_NullFunctionPointer)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        3    0.000    0.000    0.000    0.000 core.py:818(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 __init__.py:46(MissingModule)
        1    0.000    0.000    0.000    0.000 posixpath.py:112(basename)
        1    0.000    0.000    0.066    0.066 VideoPlay.py:50(generate)
        1    0.000    0.000    0.000    0.000 rq.py:65(Field)
        1    0.000    0.000    0.000    0.000 Interface.py:1(Interface)
        1    0.000    0.000    0.000    0.000 rq.py:1371(DictWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        2    0.000    0.000    0.000    0.000 utils.py:51(_set_function_name)
        1    0.000    0.000    0.000    0.000 images.py:462(TypedImageInputConverter)
        1    0.000    0.000    0.000    0.000 argparse.py:2039(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 Plasma.py:219(RevolvingCircle)
        1    0.000    0.000    0.000    0.000 Pong.py:85(Paddle)
        3    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 argparse.py:1692(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 core.py:6188(__init__)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 Surface.py:134(ImageSurface)
        1    0.000    0.000    0.000    0.000 ProtocolInterface.py:10(Interface)
        1    0.000    0.000    0.000    0.000 Fire.py:260(FireThree)
        1    0.000    0.000    0.000    0.000 error.py:132(CatchError)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 rq.py:1416(ReplyRequest)
        1    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        1    0.000    0.000    0.000    0.000 Pong.py:124(Ball)
        1    0.000    0.000    0.000    0.000 rq.py:541(Object)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        1    0.000    0.000    0.000    0.000 Pixel.py:1(Pixel)
        1    0.000    0.000    0.000    0.000 core.py:2474(_arraymethod)
        1    0.000    0.000    0.000    0.000 Fire.py:200(Smolders)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 core.py:2545(MaskedIterator)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 function_base.py:1640(vectorize)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        1    0.000    0.000    0.000    0.000 converters.py:175(Output)
        1    0.000    0.000    0.000    0.000 converters.py:7(Converter)
        1    0.000    0.000    0.000    0.000 drawable.py:792(Pixmap)
        1    0.000    0.000    0.000    0.000 cProfile.py:66(Profile)
        1    0.000    0.000    0.000    0.000 PixelLife.py:10(RandomLife)
        1    0.000    0.000    0.000    0.000 serialposix.py:29(PlatformSpecificBase)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 Colors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Tron.py:66(OldTron)
        1    0.000    0.000    0.000    0.000 __init__.py:883(FileHandler)
        1    0.000    0.000    0.000    0.000 Plasma.py:292(PlasmaThird)
        1    0.000    0.000    0.000    0.000 Snake.py:10(SnakeControllerXbox)
        1    0.000    0.000    0.000    0.000 Plasma.py:436(PlasmaFirst)
        1    0.000    0.000    0.000    0.000 threading.py:423(_Semaphore)
        1    0.000    0.000    0.000    0.000 {sum}
        1    0.000    0.000    0.000    0.000 constant.py:42(NumericConstant)
        1    0.000    0.000    0.000    0.000 Fire.py:380(FireOne)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 Fire.py:320(FireTwo)
        1    0.000    0.000    0.000    0.000 rq.py:274(Resource)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:868(Struct)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1338(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 sprite.py:512(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 rq.py:678(ValueList)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:54(AsArrayTyped)
        1    0.000    0.000    0.000    0.000 subprocess.py:458(_cleanup)
        1    0.000    0.000    0.000    0.000 argparse.py:197(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:714(Action)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 SuperPixelBros.py:24(PixelBrosController)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 base.py:107(PyMouseEventMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:1007(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 __init__.py:495(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 latebind.py:47(Curry)
        1    0.000    0.000    0.000    0.000 DummyInterface.py:4(DummyInterface)
        1    0.000    0.000    0.000    0.000 Snake.py:46(Food)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:189(GLclampdArray)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 Palet.py:4(PaletGenerate)
        1    0.000    0.000    0.000    0.000 converters.py:159(getPyArgsName)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:71(AsArrayTypedSize)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        2    0.000    0.000    0.000    0.000 core.py:833(__init__)
        2    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 Snake.py:71(Snake)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 Pong.py:11(PongControllerTty)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 rq.py:436(List)
        1    0.000    0.000    0.000    0.000 argparse.py:112(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:24(__init__)
        1    0.000    0.000    0.000    0.000 fontable.py:24(Fontable)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Filterer)
        1    0.000    0.000    0.000    0.000 argparse.py:1153(Namespace)
        1    0.000    0.000    0.000    0.000 core.py:6127(_extrema_operation)
        1    0.000    0.000    0.000    0.000 PixelLife.py:38(GreenLife)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 GraphicsTests.py:26(GraphicsLineTest)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 cursor.py:23(Cursor)
        1    0.000    0.000    0.000    0.000 core.py:7696(_convert2ma)
        1    0.000    0.000    0.000    0.000 argparse.py:685(ArgumentError)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 threading.py:1049(_Timer)
        1    0.000    0.000    0.000    0.000 RGBColorTools.py:22(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 SuperPixelBros.py:82(SuperPixelBros)
        1    0.000    0.000    0.000    0.000 VideoPlay.py:85(ScreenCapture)
        1    0.000    0.000    0.000    0.000 baseplatform.py:18(_CheckContext)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 warnings.py:15(warnpy3k)
        1    0.000    0.000    0.000    0.000 arrayprint.py:528(FloatFormat)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:225(GLintArray)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 threading.py:1079(_MainThread)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 rq.py:1465(Event)
        1    0.000    0.000    0.000    0.000 event.py:56(KeyRelease)
        1    0.000    0.000    0.000    0.000 ImageMode.py:23(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 argparse.py:1000(_VersionAction)
        1    0.000    0.000    0.000    0.000 baseplatform.py:10(lazy_property)
        1    0.000    0.000    0.000    0.000 event.py:86(EnterNotify)
        1    0.000    0.000    0.000    0.000 lock.py:20(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:840(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 __init__.py:812(StreamHandler)
        1    0.000    0.000    0.000    0.000 constant.py:6(Constant)
        1    0.000    0.000    0.000    0.000 converters.py:262(returnPyArgument)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Pong.py:21(PongControllerLogiTech)
        1    0.000    0.000    0.000    0.000 rq.py:373(String8)
        1    0.000    0.000    0.000    0.000 converters.py:246(SizedOutputOrInput)
        1    0.000    0.000    0.000    0.000 vbo.py:417(VBOOffsetHandler)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:236(GLushortArray)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:230(GLubyteArray)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:194(GLclampfArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:214(GLcharArray)
        1    0.000    0.000    0.000    0.000 latebind.py:10(LateBind)
        1    0.000    0.000    0.000    0.000 SuperPixelBros.py:32(TilePixel)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
        1    0.000    0.000    0.000    0.000 core.py:1075(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 converters.py:222(SizedOutput)
        1    0.000    0.000    0.000    0.000 Lmcp.py:26(Lmcp)
        1    0.000    0.000    0.000    0.000 converters.py:253(returnCArgument)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 lock.py:19(_DummyLock)
        1    0.000    0.000    0.000    0.000 utils.py:1579(WarningManager)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 argparse.py:1518(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 numeric.py:2802(errstate)
        1    0.000    0.000    0.000    0.000 Plasma.py:17(RainbowEffect)
        1    0.000    0.000    0.000    0.000 Pong.py:31(PongControllerPiranha)
        1    0.000    0.000    0.000    0.000 __init__.py:537(Filter)
        1    0.000    0.000    0.000    0.000 HSLColorTools.py:1(ColorHSL)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:220(GLshortArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:264(GLvoidpArray)
        1    0.000    0.000    0.000    0.000 extensions.py:215(_Alternate)
        1    0.000    0.000    0.000    0.000 rq.py:400(String16)
        1    0.000    0.000    0.000    0.000 core.py:812(_DomainGreater)
        1    0.000    0.000    0.000    0.000 arrayprint.py:654(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 Controllers.py:46(MegaController)
        1    0.000    0.000    0.000    0.000 rq.py:209(OddLength)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 images.py:442(ImageInputConverter)
        2    0.000    0.000    0.000    0.000 rq.py:840(__init__)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 argparse.py:897(_AppendAction)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 arrayprint.py:711(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 error.py:40(DisplayConnectionError)
        1    0.000    0.000    0.000    0.000 event.py:301(CirculateNotify)
        1    0.000    0.000    0.000    0.000 rq.py:804(EventField)
        1    0.000    0.000    0.000    0.000 serialposix.py:732(VTIMESerial)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 VideoPlay.py:23(VideoPlay)
        1    0.000    0.000    0.000    0.000 threading.py:515(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 logs.py:28(_LoggedFunction)
        1    0.000    0.000    0.000    0.000 vbo.py:353(VBOOffset)
        1    0.000    0.000    0.000    0.000 core.py:842(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 Water.py:8(Ripple)
        1    0.000    0.000    0.000    0.000 threading.py:1119(_DummyThread)
        1    0.000    0.000    0.000    0.000 sprite.py:1149(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 Controllers.py:28(LogiTechController)
        1    0.000    0.000    0.000    0.000 __init__.py:210(FuncResult)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 GraphicsTests.py:6(GraphicsPixelTest)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:8(VerificationMissing)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:251(GLuint64Array)
        1    0.000    0.000    0.000    0.000 Pong.py:41(PongControllerAuto)
        1    0.000    0.000    0.000    0.000 argparse.py:960(_CountAction)
        1    0.000    0.000    0.000    0.000 RGBColorTools.py:7(ColorRGB)
        1    0.000    0.000    0.000    0.000 special.py:96(GLUTCallback)
        1    0.000    0.000    0.000    0.000 images.py:493(CompressedImageConverter)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 DisplayImage.py:5(DisplayImage)
        1    0.000    0.000    0.000    0.000 argparse.py:1484(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 VideoPlay.py:53(CamCapture)
        1    0.000    0.000    0.000    0.000 argparse.py:805(_StoreAction)
        1    0.000    0.000    0.000    0.000 extras.py:1347(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
        1    0.000    0.000    0.000    0.000 plugins.py:42(PlatformPlugin)
        1    0.000    0.000    0.000    0.000 Image.py:442(_E)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:209(GLbyteArray)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 __init__.py:1681(NullHandler)
        1    0.000    0.000    0.000    0.000 SuperPixelBros.py:50(Player)
        1    0.000    0.000    0.000    0.000 core.py:6251(_frommethod)
        1    0.000    0.000    0.000    0.000 event.py:103(FocusIn)
        1    0.000    0.000    0.000    0.000 PixelLife.py:57(BlueLife)
        1    0.000    0.000    0.000    0.000 rq.py:659(FixedPropertyData)
        1    0.000    0.000    0.000    0.000 error.py:93(BadRequest)
        1    0.000    0.000    0.000    0.000 serialposix.py:697(PosixPollSerial)
        1    0.000    0.000    0.000    0.000 error.py:158(GLUTError)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:246(GLint64Array)
        1    0.000    0.000    0.000    0.000 rq.py:527(FixedList)
        1    0.000    0.000    0.000    0.000 rq.py:855(StrClass)
        1    0.000    0.000    0.000    0.000 PygameController.py:4(ControllerError)
        1    0.000    0.000    0.000    0.000 rq.py:243(ValueField)
        1    0.000    0.000    0.000    0.000 event.py:89(LeaveNotify)
        1    0.000    0.000    0.000    0.000 arrayprint.py:695(ComplexFormat)
        1    0.000    0.000    0.000    0.000 FillTest.py:5(FillTest)
        1    0.000    0.000    0.000    0.000 constant.py:56(LongConstant)
        1    0.000    0.000    0.000    0.000 rq.py:602(PropertyData)
        1    0.000    0.000    0.000    0.000 rq.py:226(FormatField)
        1    0.000    0.000    0.000    0.000 plugins.py:58(FormatHandler)
        1    0.000    0.000    0.000    0.000 argparse.py:863(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 rq.py:257(Int32)
        1    0.000    0.000    0.000    0.000 baseplatform.py:411(_DeprecatedFunctionPointer)
        1    0.000    0.000    0.000    0.000 HSVColorTools.py:1(ColorHSV)
        1    0.000    0.000    0.000    0.000 PixelLife.py:95(GrayedLife)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 _internal.py:215(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _iotools.py:444(ConverterError)
        1    0.000    0.000    0.000    0.000 argparse.py:880(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 sprite.py:1226(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 rq.py:741(KeyboardMapping)
        1    0.000    0.000    0.000    0.000 PygameController.py:12(PygameDummyController)
        1    0.000    0.000    0.000    0.000 argparse.py:981(_HelpAction)
        1    0.000    0.000    0.000    0.000 lazywrapper.py:5(_LazyWrapper)
        1    0.000    0.000    0.000    0.000 pickle.py:1267(_EmptyClass)
        1    0.000    0.000    0.000    0.000 core.py:122(MAError)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:138(storePointerType)
        1    0.000    0.000    0.000    0.000 rq.py:365(FixedString)
        1    0.000    0.000    0.000    0.000 rq.py:836(ResourceObj)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 error.py:98(BadCursor)
        1    0.000    0.000    0.000    0.000 Controllers.py:16(DummyController)
        1    0.000    0.000    0.000    0.000 converters.py:214(OutputOrInput)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:199(GLfloatArray)
        1    0.000    0.000    0.000    0.000 numeric.py:50(ComplexWarning)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 rq.py:300(Window)
        1    0.000    0.000    0.000    0.000 error.py:48(ConnectionClosedError)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:241(GLuintArray)
        1    0.000    0.000    0.000    0.000 rq.py:203(LengthOf)
        1    0.000    0.000    0.000    0.000 rq.py:188(RequestLength)
        1    0.000    0.000    0.000    0.000 core.py:827(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 vboimplementation.py:7(Implementation)
        1    0.000    0.000    0.000    0.000 x11.py:25(X11Error)
        1    0.000    0.000    0.000    0.000 core.py:775(_DomainTan)
        1    0.000    0.000    0.000    0.000 converters.py:71(CConverter)
        1    0.000    0.000    0.000    0.000 sprite.py:484(RenderUpdates)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        1    0.000    0.000    0.000    0.000 Pong.py:60(PongControllerMC)
        1    0.000    0.000    0.000    0.000 event.py:53(KeyPress)
        1    0.000    0.000    0.000    0.000 rq.py:1403(Request)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 argparse.py:651(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 api.py:18(FFIError)
        1    0.000    0.000    0.000    0.000 rq.py:261(Card8)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 converters.py:136(DefaultCConverter)
        1    0.000    0.000    0.000    0.000 RainPattern.py:31(RainPattern)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 argparse.py:640(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 GraphicsTests.py:64(GraphicsCircleTest)
        1    0.000    0.000    0.000    0.000 __init__.py:955(PlaceHolder)
        1    0.000    0.000    0.000    0.000 rq.py:159(LengthField)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:1379(RootLogger)
        1    0.000    0.000    0.000    0.000 core.py:753(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:260(GLsizeiArray)
        1    0.000    0.000    0.000    0.000 Fire.py:179(AliasedWPlasma)
        1    0.000    0.000    0.000    0.000 api.py:21(CDefError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:634(IntegerFormat)
        1    0.000    0.000    0.000    0.000 core.py:6198(_maximum_operation)
        1    0.000    0.000    0.000    0.000 Fire.py:91(AliasedFire)
        1    0.000    0.000    0.000    0.000 error.py:29(DisplayError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:684(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 converters.py:128(CallFuncPyConverter)
        1    0.000    0.000    0.000    0.000 event.py:106(FocusOut)
        1    0.000    0.000    0.000    0.000 Pong.py:51(PongControllerXbox)
        1    0.000    0.000    0.000    0.000 rq.py:340(Set)
        1    0.000    0.000    0.000    0.000 event.py:304(CirculateRequest)
        1    0.000    0.000    0.000    0.000 Controllers.py:39(PiranhaController)
